customerID,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,AvgMonthlySpend,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
9763-GRSKD,0,0.18055555555555555,0.3154228855721393,0.06561850911608587,0,0.2001608941292931,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
7469-LKBCI,0,0.2222222222222222,0.006965174129353213,0.035541195476575124,0,0.061312239291231835,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
8091-TTVAX,0,0.8055555555555555,0.8169154228855721,0.6533925686591276,0,0.5319312846983436,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False
0280-XJGEX,0,0.6805555555555555,0.8502487562189055,0.578986845141934,1,0.5590215410316007,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False
5129-JLPIS,0,0.3472222222222222,0.8681592039800995,0.30778329102238633,0,0.5747988469189173,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False
3655-SNQYZ,0,0.9583333333333333,0.945273631840796,0.9088795291945534,0,0.6326794124180182,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
8191-XWSZG,0,0.7222222222222222,0.023880597014925342,0.11587237479806141,0,0.06178498152681432,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
9959-WOFKT,0,0.986111111111111,0.8800995024875623,0.8496942072467113,0,0.5700456205531422,True,False,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False
4190-MFLUW,0,0.1388888888888889,0.36766169154228856,0.05879875375028849,1,0.23723516757296548,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
4183-MYFRB,0,0.29166666666666663,0.7144278606965173,0.2127971382414032,0,0.46101713960571683,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False
8779-QRDMV,1,0.013888888888888888,0.21293532338308457,0.0024059543041772442,1,0.0649852261875477,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
1680-VDCWW,0,0.16666666666666666,0.015422885572139305,0.02116893607200554,0,0.03892615440087792,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
1066-JKSGK,0,0.013888888888888888,0.018905472636815884,0.00015578121393953342,1,0.005445120753381043,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
3638-WEABW,0,0.8055555555555555,0.4144278606965174,0.4022963304869605,0,0.30670873897953144,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False
6322-HRPFA,0,0.6805555555555555,0.4114427860696518,0.34058389106854375,0,0.30669362754034263,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
6865-JZNKO,0,0.41666666666666663,0.3686567164179104,0.17445188091391645,0,0.24543262099427227,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
6467-CHFZW,0,0.6527777777777778,0.8069651741293532,0.545851603969536,1,0.5481188317249828,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
8665-UTDHZ,0,0.013888888888888888,0.11890547263681589,0.0013154858066005077,1,0.03613117509252847,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5248-YGIJN,0,1.0,0.7164179104477612,0.7328236787445188,0,0.4767446859285958,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False
8773-HHUOZ,0,0.2361111111111111,0.4621890547263682,0.12396722824832679,1,0.31476529813002746,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True
3841-NFECX,1,0.986111111111111,0.7771144278606964,0.778692591737826,0,0.5178589725849901,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,True,False,False
4929-XIHVW,1,0.027777777777777776,0.7686567164179104,0.01879183014078006,0,0.31367966657795154,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False
6827-IEAUQ,0,0.375,0.47661691542288565,0.21412993307177478,0,0.3527296881090414,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True
7310-EGVHZ,0,0.013888888888888888,0.019402985074626844,0.0001615508885298867,0,0.00559778769039173,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False
3413-BMNZE,1,0.013888888888888888,0.26865671641791045,0.003052157858296792,0,0.08208392313274428,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6234-RAAPL,0,1.0,0.8124378109452737,0.8346295868912993,0,0.5505476476697879,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False
6047-YHPVI,0,0.06944444444444445,0.5119402985074627,0.034398799907685206,1,0.26645469406264666,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
6572-ADKRS,0,0.6388888888888888,0.5626865671641791,0.40728132933302563,0,0.40494850904872154,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
5380-WJKOV,0,0.4722222222222222,0.8766169154228854,0.4073909531502423,1,0.563181060778269,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False
8168-UQWWF,0,0.15277777777777776,0.7920398009950248,0.12538656819755367,1,0.5064471190434416,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
8865-TNMNX,0,0.1388888888888889,0.3114427860696517,0.05272328640664667,0,0.20800638854164732,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
9489-DEDVP,0,0.9722222222222222,0.5069651741293533,0.5600680821601662,0,0.36298893699385293,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,True,False,False
9867-JCZSP,0,0.2361111111111111,0.02487562189054726,0.04609393030233095,0,0.08581578159300544,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
4671-VJLCL,0,0.875,0.6129353233830845,0.5588102930994692,0,0.40778452071969323,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,True,False,False
4080-IIARD,0,0.18055555555555555,0.5766169154228856,0.11108354488806832,0,0.3720202460784628,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
3714-NTNFO,0,0.6805555555555555,0.6592039800995024,0.44863835679667663,0,0.421059483393786,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
5948-UJZLF,0,0.027777777777777776,0.30845771144278605,0.009023771059312256,0,0.14136958367189317,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
7760-OYPDY,0,0.027777777777777776,0.6208955223880598,0.014464574198015234,1,0.23734619807260965,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
7639-LIAYI,0,0.7222222222222222,0.6119402985074627,0.4845372720978537,0,0.4298966522502731,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
2954-PIBKO,0,0.9583333333333333,0.4567164179104478,0.4887260558504501,0,0.31504058327358964,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False
8012-SOUDQ,1,0.5972222222222222,0.7164179104477612,0.4407973690283868,0,0.476693258274223,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
9420-LOJKX,0,0.20833333333333331,0.8044776119402984,0.1624278790676206,1,0.48833064251817376,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False
6575-SUVOI,1,0.3472222222222222,0.5099502487562189,0.2000750057696746,0,0.3555691253715753,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False
7495-OOKFY,1,0.1111111111111111,0.6208955223880598,0.07090930071543965,1,0.3736268838441466,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
4667-QONEA,1,0.8333333333333333,0.56318407960199,0.5120643895684284,0,0.390043167923361,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,True,False,False
1658-BYGOY,1,0.25,0.7681592039800995,0.20006346642049389,1,0.507197061891915,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
8769-KKTPH,0,0.875,0.8099502487562189,0.7261020078467574,0,0.5461150781767176,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False
5067-XJQFU,1,0.9166666666666666,0.8975124378109453,0.8143953381029311,0,0.588890303177211,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False
3957-SQXML,0,0.4722222222222222,0.06666666666666665,0.10102700207708286,0,0.09995467858796632,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
5954-BDFSG,0,1.0,0.8880597014925372,0.9040964689591507,0,0.6009068236042711,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False
0434-CSFON,0,0.6527777777777778,0.818407960199005,0.5409993076390492,0,0.5427691278072334,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
1215-FIGMP,0,0.8333333333333333,0.7129353233830846,0.6268059081467805,0,0.4895870163276714,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
0526-SXDJP,0,1.0,0.2373134328358209,0.3396261250865451,0,0.19170087523431945,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
0557-ASKVU,0,0.25,0.3597014925373134,0.10827371336256636,0,0.25153618811265527,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False
5698-BQJOH,0,0.125,0.7577114427860697,0.0967516732056312,1,0.46741527214771,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
5122-CYFXA,0,0.041666666666666664,0.5676616915422885,0.025998153704131086,0,0.31658033838115446,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False
8627-ZYGSZ,0,0.6527777777777778,0.6034825870646766,0.41905723517193627,0,0.4083268064022,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
3410-YOQBQ,0,0.4305555555555555,0.6064676616915423,0.28599123009462263,0,0.42047018901692473,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
3170-NMYVV,0,0.6944444444444444,0.018905472636815884,0.10525040387722133,0,0.05538516997199354,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
7410-OIEDU,0,0.1388888888888889,0.6129353233830845,0.10022501730902378,0,0.43653491443418535,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2273-QCKXA,0,0.013888888888888888,0.30646766169154227,0.0034906531271636275,0,0.09368661034555624,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0731-EBJQB,0,0.7222222222222222,0.021393034825870627,0.12368451419339951,0,0.06958539785558664,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
1891-QRQSA,1,0.8888888888888888,0.9288557213930347,0.8170090006923609,0,0.6108634748850564,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False
8028-PNXHQ,0,0.861111111111111,0.05970149253731341,0.16222017078236786,0,0.08200880130659614,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False
5630-AHZIL,0,0.041666666666666664,0.46019900497512434,0.018301407800600047,0,0.21475149139502847,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
2673-CXQEU,1,0.7777777777777777,0.917910447761194,0.7062889453034848,0,0.6016737905956846,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False
6416-JNVRK,0,0.6388888888888888,0.37213930348258706,0.30810639279944607,0,0.29328076520716223,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
5590-ZSKRV,0,0.1111111111111111,0.3621890547263681,0.05347911377798293,0,0.2711364801309743,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0191-ZHSKZ,1,0.41666666666666663,0.5621890547263682,0.24146088160627743,0,0.35982447947440654,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
3887-PBQAO,0,0.625,0.07611940298507458,0.13821832448649896,0,0.10542868910955187,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
5919-TMRGD,0,0.013888888888888888,0.607960199004975,0.006987075928917609,1,0.18620277417403058,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
8108-UXRQN,0,0.15277777777777776,0.32139303482587056,0.06306831294714979,0,0.23162118793470904,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
9191-MYQKX,0,0.09722222222222221,0.5661691542288557,0.055169628432956384,1,0.3232213501411192,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
9919-YLNNG,0,0.5833333333333333,0.8512437810945274,0.4971959381490884,0,0.5584935264531768,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0318-ZOPWS,0,0.6805555555555555,0.018905472636815884,0.11014885760443112,0,0.0627990356495547,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False
4445-ZJNMU,0,0.125,0.8064676616915423,0.10384837295176552,0,0.5049713386523382,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False
4808-YNLEU,0,0.4861111111111111,0.43681592039800987,0.2534791137779829,0,0.31972697358287466,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
1862-QRWPE,0,0.6666666666666666,0.023880597014925342,0.11980152319409186,0,0.07565010221586548,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
2796-NNUFI,0,0.6388888888888888,0.01691542288557213,0.1048119086083545,0,0.06437780667220734,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True
3016-KSVCP,0,0.40277777777777773,0.154228855721393,0.11429148396030464,0,0.14935915337545225,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
4767-HZZHQ,0,0.41666666666666663,0.6348258706467661,0.29441495499653814,0,0.4502230051443456,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2424-WVHPL,1,0.013888888888888888,0.5616915422885572,0.006450496192014771,0,0.172004749032037,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
7233-PAHHL,0,0.9166666666666666,0.654228855721393,0.6572178629125317,0,0.46474246144452297,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True
6067-NGCEU,0,0.9027777777777777,0.9233830845771144,0.8179321486268175,0,0.601498479280457,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False
9848-JQJTX,0,1.0,0.8223880597014926,0.8585564274174937,0,0.5678931213076868,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False
8637-XJIVR,0,0.16666666666666666,0.6039800995024875,0.10484075698130627,1,0.37953783448225265,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
9803-FTJCG,0,0.986111111111111,0.4835820895522387,0.545799676898223,0,0.346681169461761,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False
0278-YXOOG,0,0.06944444444444445,0.027860696517412936,0.010968151396261252,1,0.059794550329184445,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
3212-KXOCR,0,0.7222222222222222,0.027363184079601977,0.12559427648280638,0,0.07149229431409744,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
4598-XLKNJ,1,0.3472222222222222,0.7985074626865671,0.2879875375028848,1,0.534506519158636,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False
6380-ARCEH,0,0.013888888888888888,0.019402985074626844,0.0001615508885298867,0,0.00559778769039173,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
3679-XASPY,0,0.013888888888888888,0.011940298507462671,7.500576967459007e-05,0,0.0033077836352314732,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False
7123-WQUHX,0,0.5277777777777778,0.763681592039801,0.41389337641357027,0,0.5084905072772768,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False
5386-THSLQ,1,0.9166666666666666,0.2716417910447761,0.3471555504269559,0,0.21983735114738434,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False
3192-NQECA,0,0.9444444444444444,0.9129353233830845,0.8761885529656128,1,0.6175886491872193,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
6180-YBIQI,0,0.06944444444444445,0.06019900497512437,0.009393030233094853,0,0.04590185906121223,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
6728-DKUCO,0,1.0,0.854726368159204,0.840555042695592,0,0.5548432351851297,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False
9750-BOOHV,0,0.4444444444444444,0.11840796019900496,0.10487537502884837,0,0.1155827501295431,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
8597-CWYHH,0,0.5972222222222222,0.7572139303482587,0.4503231017770598,0,0.48815021795625196,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True
2848-YXSMW,0,1.0,0.011442786069651711,0.15514078006000462,0,0.05796045575715199,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
0486-HECZI,0,0.7638888888888888,0.7810945273631841,0.6023655665820448,1,0.5152109282132691,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
4549-ZDQYY,0,0.7222222222222222,0.3950248756218906,0.34888645280406183,0,0.29444939353109634,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False
5712-AHQNN,0,0.5972222222222222,0.7303482587064677,0.45410800830833137,0,0.4927024684416614,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False
4846-WHAFZ,1,0.5138888888888888,0.5796019900497512,0.3287964458804523,1,0.40483789817722554,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
5256-SKJGO,0,0.8888888888888888,0.36169154228855727,0.3928802215555043,0,0.2655543505879683,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False
3071-VBYPO,0,0.041666666666666664,0.7124378109452736,0.026494345718901455,0,0.3231450166726139,True,True,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
9560-BBZXK,0,0.5,0.127363184079602,0.12780406185091162,0,0.12981916081589562,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
5299-RULOA,0,0.1388888888888889,0.8159203980099502,0.12068428340641589,1,0.5349634523687099,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
8402-OOOHJ,0,0.5694444444444444,0.023880597014925342,0.09420147703669514,0,0.065348718894716,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
9445-ZUEQE,0,0.375,0.6661691542288557,0.24611123932610202,0,0.4131748903840571,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False
1091-SOZGA,0,0.7777777777777777,0.8114427860696517,0.6342776367412878,0,0.5348163856542689,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False
2928-HLDBA,0,0.08333333333333333,0.024378109452736302,0.010841218555273483,0,0.04228147169781603,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0404-SWRVG,0,0.041666666666666664,0.5587064676616916,0.024319178398338335,1,0.29436729904610004,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
6497-TILVL,0,0.09722222222222221,0.32288557213930347,0.03825871220863144,0,0.21135465204654075,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
7219-TLZHO,0,0.05555555555555555,0.025870646766169153,0.005088852988691437,0,0.020742347841851555,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
4622-YNKIJ,0,0.4583333333333333,0.7034825870646766,0.34720170782367876,0,0.4877109943620715,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False
4412-YLTKF,1,0.375,0.5950248756218905,0.24425340410800833,1,0.40966355083281136,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
6734-PSBAW,0,1.0,0.0527363184079602,0.1967632125548119,0,0.08813413475975672,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False
3930-ZGWVE,0,0.013888888888888888,0.014925373134328346,0.0001096238172167089,0,0.004223785257295581,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
2639-UGMAZ,1,0.986111111111111,0.3800995024875622,0.4577140549273021,0,0.28193766592448016,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False
2876-GZYZC,0,0.18055555555555555,0.6736318407960199,0.13810870066928227,0,0.4741762365010404,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
6207-WIOLX,0,0.3472222222222222,0.4014925373134328,0.1712266328179091,1,0.2968510726751585,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False
